spkid,neo,pha,H,epoch,e,a,q,i,om,w,ad,n,per_y,moid,data_arc,condition_code,rms
20000433,0.0,-0.4672409761307559,-4.7753580686034764,2461000.5,-1.2927849225535961,-0.5518918783343972,0.8362095088607779,-0.38578300658755565,1.2683479416301853,-0.007600276711857619,-0.7955276425692732,0.13316426366694503,-0.5909453920759294,0.15090842522030903,10.136929403541954,-0.547669988674186,-1.851461121523521
20000719,0.0,-0.4672409761307559,-2.3693858369787604,2461000.5,0.5027711711904038,1.4166372947932815,1.069684748863236,-0.3236412283188687,0.08613640443598271,-0.2276652660054379,1.2701904248028888,-0.9631259919247618,1.446319632325191,0.6280187879753995,8.975127978902314,-0.547669988674186,-0.8075847907965585
20000887,0.0,-0.4672409761307559,-3.1913878662094692,2461000.5,0.6390582938511525,1.1444242920379393,0.5645066553711316,-0.5049858472393359,-0.6350669089677609,1.653068798380875,1.0980259759956863,-0.8862135837643677,1.1305067614755024,-0.4677271128249776,8.372354366867517,-0.547669988674186,-2.2233712337655693
20001036,0.0,-0.4672409761307559,-5.329516739994967,2461000.5,0.4285523371362046,1.464040998426963,1.2517288519629166,0.93711442615051,0.39620008498116127,-0.4568843488959297,1.2775955636495817,-0.9753260903199752,1.5023383504698347,1.9073483608790287,7.823477513246419,-0.547669988674186,-1.7231156710243045
20001221,0.0,-0.4672409761307559,-1.5473838077480508,2461000.5,-0.11817266264859023,0.2193543892203447,0.6569495002805079,-0.29896357315132316,-0.03780755877510759,-1.4802084365121633,0.0787684347518775,-0.4964107309398834,0.13599706873871498,-0.21287189932423142,7.083182575931833,-0.547669988674186,-0.8046678487397585
20001566,0.0,2.1402232489989346,-1.9352948777220933,2461000.5,2.0579103971829715,-1.186787272831356,-2.714969688732042,0.6135295256032682,-0.8555214361487158,-1.4349187998063735,-0.627603088153926,1.2002336954885926,-1.109389165609118,-0.8835882694908213,5.599209048308078,-0.547669988674186,-1.2485291983828826
20001580,0.0,-0.4672409761307559,-2.8496566855180507,2461000.5,0.17560822014977667,0.6789565807080468,0.8043093004466928,3.0657245431861253,-1.1081221321222798,-0.1935271971022716,0.5387791973648652,-0.7207415731219382,0.6144016927368514,0.007977997091638562,5.334075667232629,-0.547669988674186,0.0036167951996268865
20001620,0.0,2.1402232489989346,-2.52177947161142,2461000.5,-0.6678880198843926,-0.906593917566819,-0.30935845458974676,-0.17654259210914933,1.5910818460316374,0.9416320021750869,-0.902916393003158,0.6290119425745999,-0.8902178066409455,-0.9209932174810835,5.449361558548024,-0.547669988674186,-1.9216621936905167
20001627,0.0,-0.4672409761307559,-3.662422736892236,2461000.5,-0.3250890280450376,0.12451980732774061,0.7972852958751369,-0.5837448879885891,-0.4124981357856467,-0.1149233902800874,-0.05712633735194622,-0.4396442116492731,0.04133105746784321,-0.20155781236830966,7.328497418039017,-0.547669988674186,-2.0261859507258637
20001685,0.0,-0.4672409761307559,-2.9743423865811365,2461000.5,-0.11031734810534807,-0.7027005349388323,-0.5209548157216526,-0.5065060903420022,0.9731870983687558,-0.5074754680895417,-0.6323726493321746,0.3205342751990688,-0.7210553031971724,-0.7255360596958248,5.728271241101414,-0.547669988674186,-1.6442610040888008
20001862,0.0,2.1402232489989346,-2.143104379493903,2461000.5,0.5766553381468137,-0.5305059253419352,-0.9863427568800518,-0.759402258254273,-1.3701058036201446,1.029042262675958,-0.3350882630331387,0.10890555772006431,-0.5721604062747435,-0.9511494029128821,7.281367965614484,-0.547669988674186,-0.2716453035604356
20001863,0.0,-0.4672409761307559,-2.4294196930461713,2461000.5,0.8337016548170201,0.7877697198462332,-0.07649120717796873,0.24429207492368138,1.6736578149823964,0.8647571112020791,0.8674424512030348,-0.7640146209626684,0.732277673489935,0.5018342895052152,5.760657634049554,-0.547669988674186,0.17600807075652952
20001864,0.0,-0.4672409761307559,-2.7157350065984414,2461000.5,0.8790639914182674,-0.5473509571945394,-1.3017886298575743,0.5645975777210533,-1.6542925455914947,1.4123685540218744,-0.27754151342269545,0.1279689001133977,-0.5869636085030406,1.2384660258272684,3.725632047308184,-0.547669988674186,-1.4944274137711548
20001865,0.0,-0.4672409761307559,-1.819845154515533,2461000.5,0.060562689254636405,-1.1835541055211622,-1.25473559808306,0.054230491027720706,0.3710981234659521,1.408765191783652,-0.9745554719124944,1.192362577960574,-1.1069514972727947,0.22507154457389453,3.6509499919277704,-0.547669988674186,-0.35866740825498034
20001866,0.0,-0.4672409761307559,-3.8055803936683703,2461000.5,0.45576848402493636,0.17515643096026087,-0.13416064101571526,2.1492971692968603,-1.0961257785173224,1.0972451988732677,0.22098649297947692,-0.4704838790257351,0.09170092573540467,-0.2515613925373554,5.152083474024047,-0.547669988674186,-1.8302646759107715
